"Country","ISO3","Year","Sex","AgeGroup","Indicator","StatisticalUnit","Value","Source","ICVACCategory","Dataset","Comments"
"Croatia","HRV",2022,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",35,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2021,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Montenegro","MNE",2019,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",5,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2020,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",5,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2021,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Republic of Moldova","MDA",2018,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",24,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Republic of Moldova","MDA",2019,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",5,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Republic of Moldova","MDA",2020,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",8,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Republic of Moldova","MDA",2021,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Republic of Moldova","MDA",2022,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",6,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Armenia","ARM",2019,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Armenia","ARM",2020,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Armenia","ARM",2021,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Armenia","ARM",2022,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Georgia","GEO",2020,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",8,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Georgia","GEO",2021,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",17,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Georgia","GEO",2022,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",78,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Hungary","HUN",2015,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",56144,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","From 2020 without data of vocational schools."
"Hungary","HUN",2016,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",51297,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","From 2020 without data of vocational schools."
"Hungary","HUN",2017,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",48580,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","From 2020 without data of vocational schools."
"Hungary","HUN",2018,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",44758,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","From 2020 without data of vocational schools."
"Hungary","HUN",2019,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",41260,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","From 2020 without data of vocational schools."
"Hungary","HUN",2020,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",35468,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","From 2020 without data of vocational schools."
"Hungary","HUN",2021,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",35566,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","From 2020 without data of vocational schools."
"Hungary","HUN",2022,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",33059,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","From 2020 without data of vocational schools."
"Lithuania","LTU",2018,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",11879,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data available from 2018. The year refers to academic year, e.g. year 2021 represents 2020-2021 academic year. Data source: The Education Management Information Systems."
"Lithuania","LTU",2019,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",9938,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data available from 2018. The year refers to academic year, e.g. year 2021 represents 2020-2021 academic year. Data source: The Education Management Information Systems."
"Lithuania","LTU",2020,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",7467,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data available from 2018. The year refers to academic year, e.g. year 2021 represents 2020-2021 academic year. Data source: The Education Management Information Systems."
"Lithuania","LTU",2021,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",4207,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data available from 2018. The year refers to academic year, e.g. year 2021 represents 2020-2021 academic year. Data source: The Education Management Information Systems."
"Lithuania","LTU",2022,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",6274,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Data available from 2018. The year refers to academic year, e.g. year 2021 represents 2020-2021 academic year. Data source: The Education Management Information Systems."
"Bulgaria","BGR",2019,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",43,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2020,"Total","0-17"," Number of child victims of violence (0-17 years) registered by education authorities during the year","Number",18,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
