"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","RelationshipPerpetrator","Source","Dataset","ICVACCategory"
"Slovenia","SVN","Victims of intentional homicide",2014,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2015,1,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2015,5,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Denmark","DNK","Victims of intentional homicide",2015,5,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2015,20,"Male","18-19","Counts","Total","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Ireland","IRL","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2015,5,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2015,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Norway","NOR","Victims of intentional homicide",2015,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Serbia","SRB","Victims of intentional homicide",2015,1,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Kosovo under UNSCR 1244","XKX","Victims of intentional homicide",2015,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Bulgaria","BGR","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2016,1,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2016,18,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Denmark","DNK","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2016,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2016,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2016,19,"Male","18-19","Counts","Total","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Georgia","GEO","Victims of intentional homicide",2016,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2016,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Ireland","IRL","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2016,4,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Liechtenstein","LIE","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2016,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2016,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2016,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Norway","NOR","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Poland","POL","Victims of intentional homicide",2016,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2016,3,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2016,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Türkiye","TUR","Victims of intentional homicide",2016,69,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Kosovo under UNSCR 1244","XKX","Victims of intentional homicide",2016,3,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Albania","ALB","Victims of intentional homicide",2017,55,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2017,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2017,6,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Denmark","DNK","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2017,4,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2017,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2017,15,"Male","18-19","Counts","Total","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2017,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Ireland","IRL","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2017,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2017,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2017,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Norway","NOR","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Poland","POL","Victims of intentional homicide",2017,3,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Serbia","SRB","Victims of intentional homicide",2017,1,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2017,1,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2017,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Türkiye","TUR","Victims of intentional homicide",2017,76,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Kosovo under UNSCR 1244","XKX","Victims of intentional homicide",2017,3,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Albania","ALB","Victims of intentional homicide",2018,48,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2018,1,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2018,9,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Denmark","DNK","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2018,4,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Finland","FIN","Victims of intentional homicide",2018,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2018,19,"Male","18-19","Counts","Total","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Georgia","GEO","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Ireland","IRL","Victims of intentional homicide",2018,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2018,4,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2018,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Latvia","LVA","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2018,3,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Norway","NOR","Victims of intentional homicide",2018,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Poland","POL","Victims of intentional homicide",2018,3,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Serbia","SRB","Victims of intentional homicide",2018,1,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2018,1,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2018,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Türkiye","TUR","Victims of intentional homicide",2018,63,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Kosovo under UNSCR 1244","XKX","Victims of intentional homicide",2018,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Albania","ALB","Victims of intentional homicide",2019,52,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2019,3,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Bosnia and Herzegovina","BIH","Victims of intentional homicide",2019,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2019,0,"Male","18-19","Counts","Total","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2019,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2019,8,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Denmark","DNK","Victims of intentional homicide",2019,2,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2019,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2019,22,"Male","18-19","Counts","Total","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2019,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2019,1,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Ireland","IRL","Victims of intentional homicide",2019,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2019,0,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2019,6,"Male","18-19","Counts","Total","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
