"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","Source","Dataset","ICVACCategory","Comments","Reliability","WealthQuintile"
"Norway","NOR","Human trafficking  -  Total - Children","2009",69,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","69",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2013",9,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2016",9,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2016",9,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2015",27,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","27",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2018",7,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7",NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2020",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Norway","NOR","Human trafficking  -  Total - Children","2018",8,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","8",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2022",25,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","25",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2014",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2015",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2009",6,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2012",16,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","16",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2016",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2019",9,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2019",10,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","10",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2020",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2016",6,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2014",9,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2021",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2015",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2018",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2013",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2015",10,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","10",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2016",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2021",30,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","30",NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2014",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Poland","POL","Human trafficking  -  Total - Children","2017",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2009",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2020",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2022",9,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2022",7,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2019",10,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","10",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2014",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2022",18,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","18",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2013",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2008",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2008",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2019",5,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","5",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2013",17,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","17",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2011",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2012",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2013",17,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","17",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2015",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2014",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2019",5,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","5",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2011",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2017",15,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","15",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2011",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2012",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2012",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2021",14,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","14",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2009",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2010",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2021",16,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","16",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2010",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2018",15,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","15",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2008",5,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","5",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2010",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2009",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2021",8,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","8",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2016",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2014",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2017",18,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","18",NA,NA
"Portugal","PRT","Human trafficking  -  Total - Children","2018",18,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","18",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2009",144,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","144",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2008",23,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","23",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2007",225,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","225",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2018",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2018",30,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","30",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2009",32,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","32",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2008",163,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","163",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2007",37,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","37",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2011",30,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","30",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2009",176,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","176",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2012",43,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","43",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2008",186,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","186",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2012",327,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","327",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2017",82,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","82",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2012",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2019",288,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","288",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2020",49,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","49",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2021",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2011",319,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","319",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2007",292,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","292",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2017",258,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","258",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2013",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2017",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2018",182,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","182",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2020",206,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","206",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2015",316,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","316",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2017",340,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","340",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2011",289,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","289",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2016",354,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","354",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2012",370,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","370",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2013",278,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","278",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2020",255,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","255",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2021",282,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","282",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2011",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2010",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2016",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2016",42,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","42",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2019",327,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","327",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2014",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2013",22,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","22",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2014",10,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","10",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2014",290,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","290",NA,NA
"Romania","ROU","Human trafficking  -  Total - Children","2020",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
